668,96.0,108.0,3.141592653589793,-17.7056884765625,0.043982632272296394
688,113.68857,108.77849,3.1855752858620896,-14.405827191325981,0.04952615950570823
708,128.03146,110.123604,3.235101445367798,-19.947221937238027,0.055557226538646656
750,147.75746,113.08605,3.290658671906445,-34.6661690239255,0.058668630705126824
770,181.67834,120.23573,3.3493273026115715,-26.52430868159945,0.058935506020230344
790,207.2651,127.22544,3.408262808631802,-11.773440646577976,0.055925195948093705
810,218.43123,130.95796,3.4641880045798956,-14.996270289097165,0.05404543677256404
830,232.37634,136.47357,3.51823344135246,-12.594011582055726,0.04753337830036724
851,243.85426,141.65688,3.565766819652827,-29.915365750803993,0.04299112211592401
871,270.56415,155.12947,3.6087579417687508,-19.123833144317533,0.03321893952175153
891,287.34335,164.30437,3.6419768812905025,-24.347253842389357,0.022804326452472483
912,308.4337,176.46935,3.664781207742975,-20.616331978749702,0.014408863906711835
932,326.1419,187.02643,3.679190071649687,-23.844687773267903,0.0054379943913712165
952,346.5564,199.34787,3.684628066041058,-52.95420115786676,-0.004448018337537173
973,392.0141,226.50934,3.6801800477035207,-26.48706378638159,-0.012040153668390516
993,414.91342,239.82045,3.66813989403513,-27.96248721175812,-0.016084958754262187
1013,439.31122,253.48238,3.652054935280868,-19.509483780830344,-0.022150332298439372
1033,456.54056,262.63498,3.6299046029824287,-20.08406927658718,-0.029793390954370294
1054,474.5501,271.5246,3.6001112120280583,-30.84616150631127,-0.029508011392015584
1074,502.60092,284.3557,3.5706032006360426,-9.721583698636781,-0.027731414644551516
1094,511.55026,288.15292,3.5428717859914913,-9.503037053574037,-0.03384346111043351
1114,520.419,291.56662,3.509028324881058,-10.120120123810032,-0.03647206772075654
1134,529.98987,294.85522,3.4725562571603015,-18.669904773950243,-0.035783091332858084
1154,547.8523,300.28653,3.4367731658274434,-6.287490672155802,-0.03204353162715716
1174,553.92334,301.92197,3.404729634200286,-5.553895340646646,-0.03243599715195273
1194,559.33014,303.19193,3.3722936370483336,-3.8341281965305636,-0.042685048643797414
1214,563.0967,303.90857,3.329608588404536,-4.424961429643545,-0.020926941919757233
1235,567.46,304.64447,3.308681646484779,-5.482456400289343,-0.03427731182165161
1255,572.89417,305.37048,3.2744043346631275,-2.166347407482981,-0.03744777774298577
1275,575.0507,305.57675,3.2369565569201417,-1.3648883496397433,-0.02804277435143259
