591,96.0,108.0,3.141592653589793,1.946655273437503,0.06573480550107755
611,94.05755,107.87213,3.2073274590908705,-1.7832156347180228,0.0664120863283869
631,95.82522,108.10709,3.2737395454192573,-5.196651903813857,0.06549723062233058
651,100.9207,109.1275,3.339236776041588,-13.83293924544816,0.06584447196283356
672,114.27623,112.7303,3.4050812480044215,-4.979536873418278,0.06625607887466976
692,118.98749,114.34268,3.471337326879091,-3.6624580545398486,0.06629670917890708
712,122.366455,115.75554,3.537634036057998,-1.7828577833794084,0.06659119446427512
732,123.96191,116.55124,3.6042252305222733,-3.9810812129910134,0.06636819254835363
752,127.39882,118.56038,3.6705934230706267,-2.1385484009074913,0.06663415263931281
773,129.1691,119.76018,3.7372275757099396,-5.706515793314091,0.06620875427541219
793,133.67073,123.26724,3.803436329985352,-9.213912413280578,0.065073891804988
813,140.55562,129.39053,3.86851022179034,-10.562090253630073,0.06416074813421577
1035,147.9816,136.90135,3.9326709699245557,-0.45781099169671086,0.0663575678853145
1056,148.28117,137.24754,3.99902853780987,-3.871553418666462,0.06600243056016714
1076,150.61604,140.3358,4.065030968370037,-11.314672068008237,0.06442770762504754
1096,156.84445,149.78189,4.129458675995084,-31.58177519675256,0.06224945295931777
1116,172.55547,177.17847,4.191708128954402,-16.513912386652844,0.06018269901626288
1136,179.89417,191.97215,4.251890827970665,-18.322845270717384,0.05923068129702352
1156,187.0508,208.83955,4.3111215092676884,-17.907562062742254,0.058446421919268285
1176,193.07034,225.70508,4.369567931186957,-22.052846101725436,0.052594721673620275
1196,199.38118,246.83565,4.422162652860577,-38.00014926616094,0.05129793101272997
1216,208.37436,283.7563,4.473460583873307,-14.18490037810381,0.05133624677974147
1236,211.01976,297.69232,4.524796830653049,-13.610793352712939,0.04567822413825917
1256,212.94484,311.1663,4.570475054791308,-14.587944180305024,0.041878789112754125
1277,214.40172,325.6813,4.612353843904062,-12.687295933105563,0.03861446156428197
1297,215.1805,338.3447,4.650968305468344,-31.211492202769545,0.03059774000659928
1317,216.14236,369.54135,4.681566045474943,-18.948494353476708,0.01990000342627312
